"","rules","support","confidence","lift"
"99","{696} => {699}",0.00103219073977451,0.583333333333333,338.34100877193
"100","{699} => {39}",0.00103219073977451,0.598684210526316,1.04156284890816
"101","{3988} => {48}",0.00103219073977451,0.502762430939227,1.05196490889911
"102","{3988} => {39}",0.00128173135818153,0.624309392265193,1.08614434417137
"103","{1105} => {48}",0.00114561829359588,0.716312056737589,1.498789689002
"104","{1105} => {39}",0.00104353349515664,0.652482269503546,1.13515820116372
"105","{284} => {39}",0.00107756176130306,0.688405797101449,1.19765627792912
"106","{3034} => {39}",0.00102084798439237,0.620689655172414,1.07984689451032
"107","{3714} => {48}",0.00100950522901023,0.689922480620155,1.44357293785295
"108","{4297} => {48}",0.00122501758127084,0.744827586206897,1.55845472066388
"109","{4297} => {39}",0.0012136748258887,0.737931034482759,1.28381797458449
"110","{7068} => {39}",0.00100950522901023,0.593333333333333,1.03225364249301
"111","{4548} => {48}",0.0013044168689458,0.688622754491018,1.44085343019905
"112","{4548} => {39}",0.00122501758127084,0.646706586826347,1.12510993799279
"113","{4061} => {39}",0.00107756176130306,0.683453237410072,1.1890400457138
"114","{1024} => {39}",0.00103219073977451,0.739837398373984,1.28713457751252
"115","{12693} => {48}",0.00102084798439237,0.638297872340426,1.33555516841762
"116","{4164} => {48}",0.00119098931512443,0.777777777777778,1.62739870521999
"117","{9510} => {39}",0.00104353349515664,0.613333333333333,1.0670487090939
"118","{1311} => {48}",0.00116830380436016,0.710344827586207,1.48630403915166
"119","{1311} => {39}",0.00124770309203512,0.758620689655172,1.31981287106817
"120","{61} => {48}",0.00110024727206733,0.687943262411348,1.43943168151677
"121","{61} => {39}",0.00124770309203512,0.780141843971631,1.35725437095662
"122","{3214} => {39}",0.00105487625053878,0.641379310344828,1.11584179099399
"123","{1094} => {48}",0.00105487625053878,0.63265306122449,1.32374413631597
"124","{4221} => {48}",0.0015766429981171,0.780898876404494,1.63392919761654
"125","{4221} => {39}",0.00133844513509222,0.662921348314607,1.15331962328786
"126","{1702} => {48}",0.00102084798439237,0.592105263157895,1.23890314965056
"127","{854} => {39}",0.00106621900592092,0.622516556291391,1.08302525181572
"128","{16155} => {39}",0.00102084798439237,0.580645161290323,1.01017935292901
"129","{236} => {39}",0.00140650166738504,0.704545454545455,1.2257353007131
"130","{4486} => {39}",0.00104353349515664,0.625850340136054,1.08882521336112
"131","{1123} => {48}",0.00124770309203512,0.743243243243243,1.55513968935115
"132","{1123} => {39}",0.00106621900592092,0.635135135135135,1.10497846637955
"133","{3867} => {39}",0.00110024727206733,0.678321678321678,1.18011239870145
"134","{2771} => {48}",0.00110024727206733,0.625806451612903,1.30941849737977
"135","{2771} => {39}",0.00128173135818153,0.729032258064516,1.26833629867753
"136","{1145} => {39}",0.0013044168689458,0.771812080536913,1.34276263728259
"137","{2004} => {39}",0.00113427553821374,0.520833333333333,0.906121526064792
"138","{3642} => {48}",0.00103219073977451,0.575949367088608,1.20509904120721
"139","{3642} => {39}",0.00119098931512443,0.664556962025316,1.15616518768773
"140","{959} => {48}",0.00104353349515664,0.621621621621622,1.30066228563915
"141","{959} => {39}",0.00108890451668519,0.648648648648649,1.12848864651529
"142","{288} => {48}",0.00100950522901023,0.605442176870748,1.26680890464647
"143","{288} => {39}",0.00102084798439237,0.612244897959184,1.06515510002718
"144","{12996} => {48}",0.00106621900592092,0.56969696969697,1.19201671395335
"145","{12996} => {39}",0.0013044168689458,0.696969696969697,1.21255535124307
"146","{1613} => {48}",0.00103219073977451,0.590909090909091,1.2364003150048
"147","{4374} => {48}",0.00104353349515664,0.73015873015873,1.52776204979836
"148","{4886} => {48}",0.00102084798439237,0.548780487804878,1.14825169967613
"149","{4886} => {39}",0.00136113064585649,0.731707317073171,1.2729902414959
"150","{4141} => {48}",0.00120233207050657,0.746478873239437,1.56190982372221
"151","{1503} => {48}",0.00119098931512443,0.65625,1.37311765752937
"152","{1503} => {39}",0.00119098931512443,0.65625,1.14171312284164
"153","{4270} => {48}",0.00100950522901023,0.549382716049383,1.14951178384587
"154","{4270} => {39}",0.00111159002744947,0.604938271604938,1.052443372496
"155","{4801} => {39}",0.0013044168689458,0.737179487179487,1.28251046766094
"156","{2822} => {48}",0.00144052993353145,0.709497206703911,1.48453050284633
"157","{2822} => {39}",0.00131575962432794,0.64804469273743,1.12743791220754
"158","{826} => {48}",0.00113427553821374,0.694444444444444,1.45303455823214
"159","{826} => {39}",0.00108890451668519,0.666666666666667,1.15983555336293
"160","{1640} => {48}",0.00125904584741725,0.60655737704918,1.26914231578046
"161","{1640} => {39}",0.00136113064585649,0.655737704918033,1.14082185576682
"162","{10831} => {39}",0.00103219073977451,0.627586206896552,1.09184519333821
"163","{1286} => {48}",0.0012136748258887,0.690322580645161,1.44441009504779
"164","{1286} => {39}",0.00114561829359588,0.651612903225806,1.133645718287
"165","{1679} => {48}",0.00106621900592092,0.639455782312925,1.33797794423335
"166","{1679} => {39}",0.00117964655974229,0.707482993197279,1.23084589336475
"167","{3551} => {48}",0.00120233207050657,0.532663316582915,1.11452861793243
"168","{3551} => {39}",0.00124770309203512,0.552763819095477,0.961672694999417
"169","{1053} => {48}",0.00108890451668519,0.716417910447761,1.49901117410456
"170","{1053} => {39}",0.00102084798439237,0.671641791044776,1.16849104256713
"171","{2767} => {39}",0.00112293278283161,0.622641509433962,1.08324263946161
"172","{963} => {48}",0.00100950522901023,0.585526315789474,1.22513755909889
"173","{2661} => {39}",0.00102084798439237,0.652173913043478,1.13462173698548
"174","{2760} => {48}",0.00115696104897802,0.684563758389262,1.43236050948414
"175","{2760} => {39}",0.0012136748258887,0.718120805369127,1.24935306251511
"176","{3336} => {39}",0.00129307411356367,0.76,1.32221253083374
"177","{974} => {48}",0.00128173135818153,0.70625,1.47773614572208
"178","{974} => {39}",0.00125904584741725,0.69375,1.2069538727183
"179","{4643} => {48}",0.00119098931512443,0.58659217877095,1.22736773857374
"180","{4643} => {39}",0.00106621900592092,0.525139664804469,0.913613480581976
"181","{2840} => {39}",0.00141784442276718,0.694444444444444,1.20816203475306
"182","{1612} => {48}",0.00120233207050657,0.616279069767442,1.28948369167764
"183","{1612} => {39}",0.00125904584741725,0.645348837209302,1.12274778857517
"184","{2064} => {48}",0.00108890451668519,0.51063829787234,1.0684441347341
"185","{2064} => {39}",0.00148590095506,0.696808510638298,1.21227492678626
"186","{348} => {39}",0.00103219073977451,0.659420289855073,1.14722864517421
"187","{4080} => {39}",0.00115696104897802,0.614457831325301,1.06900505822005
"188","{3776} => {48}",0.00102084798439237,0.642857142857143,1.34509484819204
"189","{2471} => {48}",0.00102084798439237,0.508474576271186,1.06391682907845
"190","{2471} => {39}",0.00122501758127084,0.610169491525424,1.06154440477285
"191","{3402} => {3537}",0.0012136748258887,0.604519774011299,265.152598588976
"192","{3537} => {3402}",0.0012136748258887,0.532338308457711,265.152598588976
"193","{3402} => {3535}",0.00141784442276718,0.706214689265537,305.202448210923
"194","{3535} => {3402}",0.00141784442276718,0.612745098039216,305.202448210923
"195","{3402} => {48}",0.00113427553821374,0.564971751412429,1.18212981008716
"196","{3402} => {39}",0.00134978789047435,0.672316384180791,1.16966466822194
"197","{567} => {39}",0.00106621900592092,0.643835616438356,1.12011515769982
"198","{1297} => {48}",0.00111159002744947,0.75968992248062,1.58955222370325
"199","{801} => {48}",0.00110024727206733,0.621794871794872,1.30102478906324
"200","{801} => {39}",0.00132710237971008,0.75,1.3048149975333
"201","{3973} => {48}",0.00114561829359588,0.597633136094675,1.25046950384191
"202","{3973} => {39}",0.00131575962432794,0.686390532544379,1.19415021470503
"203","{2182} => {48}",0.00106621900592092,0.552941176470588,1.15695739883707
"204","{2182} => {39}",0.00111159002744947,0.576470588235294,1.00291662555501
"205","{1624} => {48}",0.00114561829359588,0.682432432432432,1.42790098749515
"206","{1227} => {48}",0.00100950522901023,0.577922077922078,1.20922668170799
"207","{2476} => {48}",0.00123636033665298,0.586021505376344,1.22617367881783
"208","{2476} => {39}",0.00151992922120642,0.720430107526882,1.25337067863414
"209","{4389} => {48}",0.00103219073977451,0.554878048780488,1.16101005189475
"210","{4389} => {39}",0.00114561829359588,0.615853658536585,1.07143345325905
"211","{504} => {38}",0.00277897506862367,0.822147651006711,4.64748533008808
"212","{504} => {39}",0.00222318005489894,0.657718120805369,1.14426729090169
"213","{572} => {48}",0.00122501758127084,0.603351955307263,1.26243538824727
"214","{572} => {39}",0.00105487625053878,0.519553072625698,0.903894188235359
"215","{2942} => {48}",0.00102084798439237,0.566037735849057,1.1843602436911
"216","{11039} => {48}",0.00123636033665298,0.672839506172839,1.40782903864269
"217","{11039} => {39}",0.00116830380436016,0.635802469135803,1.10613946292946
"218","{3272} => {39}",0.00124770309203512,0.654761904761905,1.13912420419574
"219","{596} => {48}",0.00131575962432794,0.549763033175355,1.15030754790093
"220","{596} => {39}",0.00162201401964565,0.677725118483412,1.17907453173625
"221","{905} => {48}",0.00105487625053878,0.63265306122449,1.32374413631597
"222","{905} => {39}",0.00119098931512443,0.714285714285714,1.24268095003171
"223","{9095} => {39}",0.00112293278283161,0.647058823529412,1.12572274296991
"224","{3338} => {48}",0.00127038860279939,0.682926829268293,1.42893544848585
"225","{3338} => {39}",0.0012136748258887,0.652439024390244,1.13508296533385
"226","{12952} => {39}",0.00104353349515664,0.578616352201258,1.00664972556028
"227","{1877} => {48}",0.00116830380436016,0.656050955414013,1.37270118265599
"228","{1877} => {39}",0.00132710237971008,0.745222929936306,1.29650407398213
"229","{4064} => {39}",0.00100950522901023,0.60958904109589,1.06053456420515
"230","{368} => {39}",0.00106621900592092,0.525139664804469,0.913613480581976
"231","{448} => {39}",0.00100950522901023,0.712,1.23870437099161
"232","{102} => {48}",0.00105487625053878,0.6,1.25542185831257
"233","{102} => {39}",0.00115696104897802,0.658064516129032,1.14486993331954
"234","{4282} => {48}",0.00107756176130306,0.659722222222222,1.38038283032053
"235","{10184} => {48}",0.00100950522901023,0.635714285714286,1.33014934987879
"236","{3521} => {48}",0.00103219073977451,0.583333333333333,1.220549028915
"237","{3521} => {39}",0.00111159002744947,0.628205128205128,1.09292196374584
"238","{13049} => {48}",0.00114561829359588,0.543010752688172,1.13617928037248
"239","{13049} => {39}",0.00136113064585649,0.645161290322581,1.12242150325445
"240","{1192} => {48}",0.00119098931512443,0.544041450777202,1.13833588188963
"241","{1192} => {39}",0.00125904584741725,0.575129533678757,1.0005835214245
"242","{2513} => {48}",0.00100950522901023,0.60958904109589,1.27548567796596
"243","{2513} => {39}",0.00105487625053878,0.636986301369863,1.10819903900089
"244","{10470} => {48}",0.00100950522901023,0.735537190082645,1.53901577671926
"245","{2150} => {48}",0.00159932850888138,0.705,1.47512068351727
"246","{2150} => {39}",0.00150858646582428,0.665,1.15693596447953
"247","{5771} => {48}",0.00104353349515664,0.58974358974359,1.23396165560637
"248","{5771} => {39}",0.00100950522901023,0.57051282051282,0.992551579320203
"249","{58} => {48}",0.00100950522901023,0.539393939393939,1.12861156959413
"250","{58} => {39}",0.00106621900592092,0.56969696969697,0.991132200146507
"251","{3772} => {48}",0.0012136748258887,0.660493827160494,1.38199731316301
"252","{3772} => {39}",0.0012136748258887,0.660493827160494,1.14909633527624
"253","{2805} => {38}",0.00240466414101313,0.954954954954955,5.39822638745439
"254","{2805} => {48}",0.00124770309203512,0.495495495495495,1.03675979290077
"255","{2805} => {39}",0.0016673850411742,0.662162162162162,1.15199882665102
"256","{2814} => {48}",0.00105487625053878,0.641379310344828,1.34200267612723
"257","{983} => {39}",0.00103219073977451,0.598684210526316,1.04156284890816
"258","{2201} => {48}",0.00105487625053878,0.607843137254902,1.27183260155848
"259","{2201} => {39}",0.00107756176130306,0.620915032679739,1.0802389957792
"260","{2598} => {48}",0.00110024727206733,0.664383561643836,1.39013607598538
"261","{2598} => {39}",0.00105487625053878,0.636986301369863,1.10819903900089
"262","{3067} => {48}",0.00110024727206733,0.60625,1.26849916933666
"263","{2630} => {48}",0.00103219073977451,0.669117647058823,1.4000415331672
"264","{2630} => {39}",0.00106621900592092,0.691176470588235,1.20247656635422
"265","{1870} => {48}",0.00102084798439237,0.6,1.25542185831257
"266","{4272} => {48}",0.00103219073977451,0.590909090909091,1.2364003150048
"267","{227} => {39}",0.00171275606270275,0.49185667752443,0.855709292627702
"268","{2785} => {48}",0.00107756176130306,0.673758865248227,1.40975267777416
"269","{2785} => {39}",0.00105487625053878,0.659574468085106,1.14749687726333
"270","{5323} => {48}",0.00114561829359588,0.567415730337079,1.1872435176926
"271","{5323} => {39}",0.0013951589120029,0.691011235955056,1.20218909885091
"272","{11560} => {39}",0.00127038860279939,0.658823529411765,1.14619042920572
"273","{3343} => {48}",0.00111159002744947,0.53551912568306,1.12050402654491
"274","{10555} => {48}",0.00114561829359588,0.63125,1.32080841343301
"275","{10555} => {39}",0.00100950522901023,0.55625,0.967737789837198
"276","{2720} => {48}",0.00116830380436016,0.60233918128655,1.26031629050872
"277","{2720} => {39}",0.00116830380436016,0.60233918128655,1.04792159645949
"278","{696} => {48}",0.00108890451668519,0.615384615384615,1.28761216237186
"279","{696} => {39}",0.00108890451668519,0.615384615384615,1.07061743387348
"280","{2210} => {48}",0.00122501758127084,0.613636363636364,1.28395417327422
"281","{2210} => {39}",0.00115696104897802,0.579545454545455,1.00826613445755
"282","{10423} => {48}",0.00167872779655634,0.758974358974359,1.58805500025863
"283","{10423} => {39}",0.00151992922120642,0.687179487179487,1.19552280115872
"284","{1090} => {39}",0.00103219073977451,0.636363636363636,1.1071157554828
"285","{2026} => {48}",0.00120233207050657,0.619883040935672,1.29702453197984
"286","{256} => {48}",0.00151992922120642,0.536,1.12151019342589
"287","{256} => {39}",0.00213243801184184,0.752,1.30829450419339
"288","{1922} => {48}",0.00100950522901023,0.55625,1.16388068114394
"289","{1922} => {39}",0.00104353349515664,0.575,1.00035816477553
"290","{4433} => {48}",0.00105487625053878,0.628378378378378,1.3147999191787
"291","{4433} => {39}",0.0012136748258887,0.722972972972973,1.25779463726183
"292","{2808} => {48}",0.00102084798439237,0.656934306569343,1.37454947990427
"293","{770} => {48}",0.00125904584741725,0.668674698795181,1.3991147216134
"294","{770} => {39}",0.00108890451668519,0.578313253012048,1.00612240773652
"295","{1034} => {39}",0.00178081259499558,0.506451612903226,0.881100880054745
"296","{10440} => {39}",0.00108890451668519,0.680851063829787,1.18451290556215
"297","{2820} => {48}",0.00108890451668519,0.568047337278107,1.18856507295864
"298","{2820} => {39}",0.00105487625053878,0.550295857988166,0.957379051444552
"299","{1215} => {48}",0.00125904584741725,0.637931034482759,1.33478760797601
"300","{1215} => {39}",0.00134978789047435,0.683908045977011,1.18983130043266
"301","{2852} => {48}",0.00104353349515664,0.661870503597122,1.38487782931362
"302","{1120} => {48}",0.00111159002744947,0.604938271604938,1.26575454850444
"303","{1120} => {39}",0.00112293278283161,0.611111111111111,1.06318259058269
"304","{1180} => {48}",0.00123636033665298,0.652694610778443,1.36567846862345
"305","{1180} => {39}",0.00134978789047435,0.712574850299401,1.23970446871427
"306","{3546} => {48}",0.00115696104897802,0.675496688741722,1.41338884710686
"307","{3546} => {39}",0.00108890451668519,0.635761589403974,1.10606834227988
"308","{1178} => {39}",0.00112293278283161,0.568965517241379,0.989859653301125
"309","{1569} => {39}",0.00117964655974229,0.679738562091503,1.18257742695829
"310","{1547} => {39}",0.00120233207050657,0.688311688311688,1.19749255184874
"311","{3903} => {48}",0.00107756176130306,0.58641975308642,1.22700696028492
"312","{3903} => {39}",0.00132710237971008,0.722222222222222,1.25648851614318
"313","{1670} => {48}",0.00115696104897802,0.6375,1.3338857244571
"314","{1670} => {39}",0.00149724371044214,0.825,1.43529649728663
"315","{1611} => {48}",0.00106621900592092,0.639455782312925,1.33797794423335
"316","{421} => {48}",0.00127038860279939,0.612021857923497,1.28057603033704
"317","{421} => {39}",0.00136113064585649,0.655737704918033,1.14082185576682
"318","{892} => {48}",0.00105487625053878,0.567073170731707,1.186526756332
"319","{892} => {39}",0.00127038860279939,0.682926829268293,1.18812422539618
"320","{2880} => {39}",0.00116830380436016,0.639751552795031,1.11300989437623
"321","{637} => {48}",0.00103219073977451,0.614864864864865,1.28652465209959
"322","{637} => {39}",0.00107756176130306,0.641891891891892,1.11673355644742
"323","{1537} => {48}",0.00124770309203512,0.558375634517767,1.16832829453792
"324","{1537} => {39}",0.00178081259499558,0.796954314720812,1.38650392292879
"325","{1805} => {48}",0.00129307411356367,0.640449438202247,1.34005703977184
"326","{1805} => {39}",0.00140650166738504,0.696629213483146,1.21196299396352
"327","{2818} => {48}",0.00107756176130306,0.673758865248227,1.40975267777416
"328","{2818} => {39}",0.00115696104897802,0.723404255319149,1.25854496215978
"329","{11254} => {48}",0.00108890451668519,0.475247524752475,0.994393551138667
"330","{11254} => {39}",0.00141784442276718,0.618811881188119,1.07658003096807
"331","{1166} => {48}",0.00133844513509222,0.659217877094972,1.37932755382573
"332","{1166} => {39}",0.00147455819967787,0.726256983240223,1.26350800506018
"333","{1219} => {39}",0.00120233207050657,0.666666666666667,1.15983555336293
"334","{1309} => {48}",0.00110024727206733,0.673611111111111,1.40944352148517
"335","{1831} => {38}",0.00285837435629863,0.969230769230769,5.47892556276757
"336","{1831} => {48}",0.00136113064585649,0.461538461538462,0.965709121778898
"337","{1831} => {39}",0.00181484086114199,0.615384615384615,1.07061743387348
"338","{1776} => {48}",0.00114561829359588,0.528795811518325,1.10643636727373
"339","{1776} => {39}",0.00114561829359588,0.528795811518325,0.919974274002536
"340","{2810} => {48}",0.00124770309203512,0.597826086956522,1.25087322839114
"341","{2810} => {39}",0.00137247340123863,0.657608695652174,1.14407691812702
"342","{2363} => {48}",0.00103219073977451,0.659420289855073,1.37975107616478
"343","{2012} => {48}",0.00104353349515664,0.609271523178808,1.27482131307678
"344","{4057} => {48}",0.00112293278283161,0.673469387755102,1.40914698382023
"345","{458} => {48}",0.00111159002744947,0.649006622516556,1.35796183349483
"346","{3149} => {48}",0.00136113064585649,0.526315789473684,1.10124724413383
"347","{3149} => {39}",0.00182618361652413,0.706140350877193,1.22851002691732
"348","{2654} => {48}",0.00127038860279939,0.636363636363636,1.33150803154363
"349","{2654} => {39}",0.00112293278283161,0.5625,0.978611248149975
"350","{4771} => {48}",0.00128173135818153,0.653179190751445,1.36669238910713
"351","{4771} => {39}",0.0013044168689458,0.664739884393064,1.15648342748616
"352","{10453} => {48}",0.00111159002744947,0.628205128205128,1.31443741575461
"353","{10453} => {39}",0.00107756176130306,0.608974358974359,1.0594651689373
"354","{10419} => {48}",0.00123636033665298,0.707792207792208,1.48096301467608
"355","{10419} => {39}",0.00117964655974229,0.675324675324675,1.17489835275726
"356","{274} => {39}",0.00145187268891359,0.656410256410256,1.14199192946504
"357","{1035} => {48}",0.00107756176130306,0.605095541401274,1.26608361507106
"358","{1035} => {39}",0.00116830380436016,0.656050955414013,1.14136683436034
"359","{2721} => {48}",0.00134978789047435,0.721212121212121,1.50904243574945
"360","{2058} => {48}",0.0012136748258887,0.578378378378378,1.21018143098599
"361","{2058} => {39}",0.00133844513509222,0.637837837837838,1.1096805024067
"362","{2049} => {48}",0.00114561829359588,0.748148148148148,1.56540256406876
"363","{2049} => {39}",0.00103219073977451,0.674074074074074,1.17272261506697
"364","{1290} => {48}",0.00125904584741725,0.623595505617977,1.30479238083048
"365","{1290} => {39}",0.00122501758127084,0.606741573033708,1.05558067216177
"366","{40} => {48}",0.00112293278283161,0.469194312796209,0.981727993467173
"367","{40} => {39}",0.00148590095506,0.62085308056872,1.08013121438776
"368","{1184} => {48}",0.00131575962432794,0.640883977900553,1.34096625749777
"369","{1184} => {39}",0.00151992922120642,0.740331491712707,1.28799417804392
"370","{3420} => {48}",0.00103219073977451,0.554878048780488,1.16101005189475
"371","{3420} => {39}",0.00116830380436016,0.628048780487805,1.09264995728398
"372","{3410} => {48}",0.00105487625053878,0.628378378378378,1.3147999191787
"373","{3410} => {39}",0.00103219073977451,0.614864864864865,1.06971319617595
"374","{3577} => {48}",0.00104353349515664,0.609271523178808,1.27482131307678
"375","{211} => {48}",0.00123636033665298,0.529126213592233,1.10712769058309
"376","{211} => {39}",0.00141784442276718,0.606796116504854,1.05567556434733
"377","{1570} => {39}",0.00100950522901023,0.635714285714286,1.10598604552823
"378","{364} => {48}",0.00111159002744947,0.563218390804598,1.1784611313662
"379","{364} => {39}",0.00117964655974229,0.597701149425287,1.03985256508401
"380","{3884} => {48}",0.00110024727206733,0.602484472049689,1.26062029250848
"381","{3884} => {39}",0.00105487625053878,0.577639751552795,1.00495068133
"382","{1439} => {39}",0.00123636033665298,0.660606060606061,1.14929159378691
"383","{2569} => {48}",0.00113427553821374,0.671140939597315,1.40427500929817
