"","cty_name","country_name","p_sale_count","p_sale_cost","gross_sale"
"197","CTY_1","IND",108.136651865207,113.171874966777,12238.0276442151
"198","CTY_1","IND",113.184606484137,114.639901048588,12975.4720875649
"199","CTY_1","IND",103.046932336874,111.629779227127,11503.106306798
"200","CTY_1","IND",111.457341164351,113.624170141038,12664.2478959259
"201","CTY_1","IND",104.774520536885,115.592647493852,12111.1642187574
"202","CTY_1","IND",119.247178728692,115.824534514041,13811.7489683634
"203","CTY_1","IND",112.02731451951,115.665236145623,12957.6657886591
"204","CTY_1","IND",110.300594544969,117.178644274701,12924.874131473
"205","CTY_1","IND",108.051466844045,117.61764875683,12708.7594749231
"206","CTY_1","IND",117.6049308246,112.822656829962,13268.5007519353
"207","CTY_1","IND",107.281837295741,119.785920704028,12850.8536552901
"208","CTY_1","IND",105.764785613865,118.659000905282,12549.9437919025
"209","CTY_1","IND",103.412904702127,118.917821633876,12297.6373560086
"210","CTY_1","IND",103.443434927613,116.193871911841,12019.4932280999
"211","CTY_1","IND",109.64085211046,113.497695710582,12443.984070282
"212","CTY_1","IND",105.059298570268,114.268831683616,12005.0033051247
"213","CTY_1","IND",104.325095792301,117.967782322306,12307.0001911799
"214","CTY_1","IND",113.487527761608,112.782055046975,12799.3566031548
"215","CTY_1","IND",100.953272548504,116.300685433398,11740.9347941357
"216","CTY_1","IND",114.017061749473,117.716558949642,13421.6961706969
"217","CTY_1","IND",107.037772769108,117.760953529305,12604.8701849433
"218","CTY_1","IND",108.178879958577,120.549851600034,13040.9479252644
"219","CTY_1","IND",116.419026479125,114.648390971115,13347.2540642553
"220","CTY_1","IND",118.37714696303,119.382355743931,14132.142670692
"221","CTY_1","IND",105.650566602126,113.761295558875,12018.9453331871
"222","CTY_1","IND",119.222095874138,113.588551521571,13542.2651797093
"223","CTY_1","IND",114.567888565361,119.179811307336,13654.1793410997
"224","CTY_1","IND",113.727501640096,119.237486189203,13560.5814061436
"225","CTY_1","IND",101.056878855452,116.425321837061,11765.5796445948
"226","CTY_1","IND",107.904402692802,117.892301982581,12721.0984275098
"227","CTY_1","IND",109.556907596998,118.295434261316,12960.0819605137
"228","CTY_1","IND",111.20506527368,112.832432713006,12547.5380448379
"229","CTY_1","IND",113.965231897309,113.852603454206,12975.238354771
"230","CTY_1","IND",118.313670768403,114.803077778537,13582.7735474891
"231","CTY_1","IND",112.36702454742,111.515592989591,12530.6753748815
"232","CTY_1","IND",108.568430175073,120.391970160129,13070.7672059694
"233","CTY_1","IND",110.841607344337,114.390463520784,12679.2228415075
"234","CTY_1","IND",101.169569771737,119.249986511928,12064.4698306971
"235","CTY_1","IND",105.217137141153,116.542555108864,12262.2740036698
"236","CTY_1","IND",107.943039066158,113.507378248994,12252.3313646283
"237","CTY_1","IND",103.954894733615,120.358260601196,12511.8303111183
"238","CTY_1","IND",116.638551256619,118.555511592545,13828.1431156418
"239","CTY_1","IND",103.057744456455,115.912848674166,11945.716737882
"240","CTY_1","IND",116.068370840512,115.552807647348,13412.0261296748
"241","CTY_1","IND",110.936523131095,111.592749851863,12379.7116752037
"242","CTY_1","IND",113.246352840215,119.670755967591,13552.2766549611
"243","CTY_1","IND",103.43396987766,114.348557328824,11827.5252343035
"244","CTY_1","IND",112.661107196473,114.1834984529,12864.0393592704
"245","CTY_1","IND",106.237394935451,112.953703939433,11999.9072548356
"246","CTY_1","IND",114.491086928174,119.149515338056,13641.5575180191
"247","CTY_1","IND",107.978796493262,117.772069197758,12716.8862924951
"248","CTY_1","IND",119.387128222734,113.500483188827,13550.4967398067
"249","CTY_1","IND",119.347967412323,115.111177366499,13738.2850451311
"250","CTY_1","IND",114.534050780348,118.876306027176,13615.3848710969
"251","CTY_1","IND",105.144334929064,118.198595321723,12427.9126946522
"252","CTY_1","IND",104.435758693144,116.057561262848,12120.5594625616
"253","CTY_1","IND",111.860913033597,118.894717899926,13299.6716991577
"254","CTY_1","IND",105.350428642705,116.26162214319,12248.2117274813
"255","CTY_1","IND",110.621407977305,113.095176167279,12510.7476230657
"256","CTY_1","IND",115.705833425745,118.22961649318,13679.8563119496
"257","CTY_1","IND",103.36121621076,119.242192252083,12325.0180148126
"258","CTY_1","IND",108.087983620353,116.961801217392,12642.1652541924
"259","CTY_1","IND",109.431525552645,113.623369947658,12433.9787118048
"260","CTY_1","IND",117.362136137672,112.157410927196,13163.0333300864
"261","CTY_1","IND",118.514159116894,115.366589561028,13672.5743520091
"262","CTY_1","IND",117.639551186003,114.053681331377,13417.2238829346
"263","CTY_1","IND",113.483736850321,114.752304674389,13022.5203466363
"264","CTY_1","IND",119.003339586779,113.803004967293,13542.9376461187
"265","CTY_1","IND",110.328897885047,111.650836253006,12318.3137117379
"266","CTY_1","IND",111.530380425975,117.401310193867,13093.8127884298
"267","CTY_1","IND",106.726624118164,114.758582796694,12247.796130476
"268","CTY_1","IND",106.946492628194,117.953651646748,12614.7293363076
"269","CTY_1","IND",100.400486011058,111.663277070164,11211.0472874319
"270","CTY_1","IND",110.056260912679,114.774282383022,12631.6283680114
"271","CTY_1","IND",117.420868272893,112.099295960087,13162.7966644135
"272","CTY_1","IND",100.126015678979,112.9920163314,11313.4403987972
"273","CTY_1","IND",101.441142479889,116.745193219527,11842.7657792242
"274","CTY_1","IND",103.284224499948,120.462329312901,12441.8582645403
"275","CTY_1","IND",115.406681485474,117.214611039108,13527.3492816341
"276","CTY_1","IND",114.703686116263,117.312343704661,13456.1582498626
"277","CTY_1","IND",119.437512713484,118.316086956398,14131.3791400645
"278","CTY_1","IND",109.329447536729,112.526848570905,12302.4981873062
"279","CTY_1","IND",101.487690266222,113.791360124191,11548.422311256
"280","CTY_1","IND",112.97636248637,112.250030572026,12681.6001430113
"281","CTY_1","IND",115.171863390133,117.753051176199,13561.8383238365
"282","CTY_1","IND",102.742121620104,112.134348203896,11520.9208409558
"283","CTY_1","IND",107.931691892445,119.42068661392,12889.2767531978
"284","CTY_1","IND",104.499706584029,114.569349367497,11972.4633924266
"285","CTY_1","IND",101.159171210602,114.420276535812,11574.6603440507
"286","CTY_1","IND",107.917853766121,116.082907544449,12527.418241128
"287","CTY_1","IND",101.298565999605,117.966762079969,11949.8638343174
"288","CTY_1","IND",104.517728658393,119.190560112086,12457.5266204369
"289","CTY_1","IND",101.092582182027,111.921655669319,11314.4491736992
"290","CTY_1","IND",113.40564079117,116.936993072808,13261.3146316145
"291","CTY_1","IND",105.954835652374,114.672089127193,12150.0623573861
"292","CTY_1","IND",102.014431646094,112.093432102364,11435.1477671827
"293","CTY_1","IND",101.438081944361,115.994339145748,11766.2432793484
"294","CTY_1","IND",117.608811375685,119.116446884125,14009.1437333369
"295","CTY_1","IND",115.084948041476,117.794084928881,13556.3261436335
"296","CTY_1","IND",116.332117752172,116.032018381429,13498.2504253706
"297","CTY_1","IND",119.642807473429,113.083283319557,13529.6014946649
"298","CTY_1","IND",102.071992899291,113.681903303643,11603.7384267873
"299","CTY_1","IND",101.980836587027,115.10364381993,11738.3658909716
"300","CTY_1","IND",115.976632223465,115.989875396257,13452.1151204772
"301","CTY_1","IND",115.691505330615,116.450346860827,13472.3159246014
"302","CTY_1","IND",100.188598101959,116.455250437923,11667.488282988
"303","CTY_1","IND",115.581317655742,118.900305575631,13742.6539881018
"304","CTY_1","IND",114.587813038379,115.371755633736,13220.1971644681
"305","CTY_1","IND",112.602637056261,118.626088914794,13357.6104354764
"306","CTY_1","IND",109.618216599338,112.99421912913,12386.22478697
"307","CTY_1","IND",103.132737027481,115.431852507021,11904.8028892016
"308","CTY_1","IND",100.164310396649,114.340958572787,11452.883265535
"309","CTY_1","IND",109.049167884514,117.066342142867,12765.9871979634
"310","CTY_1","IND",109.845866574906,114.82361651385,12612.8996592285
"311","CTY_1","IND",107.791742230766,117.054330860528,12617.4902591127
"312","CTY_1","IND",109.293318837881,113.224092714358,12374.6368651602
"313","CTY_1","IND",114.265580014326,113.457066276027,12964.237484754
"314","CTY_1","IND",101.106038526632,120.383709379856,12171.5199585386
"315","CTY_1","IND",107.095661950298,120.481881021969,12903.0868010648
"316","CTY_1","IND",116.056245458312,111.662601948706,12959.1423402729
"317","CTY_1","IND",116.714176740497,116.776540565027,13629.4777946505
"318","CTY_1","IND",104.754988099448,113.21347262223,11859.6759772389
"319","CTY_1","IND",107.07972205244,117.700468568988,12603.3334598092
"320","CTY_1","IND",117.13770840317,112.370791513622,13162.8570093561
"321","CTY_1","IND",117.07526747603,112.320183412931,13149.9155160256
"322","CTY_1","IND",105.917909108102,115.906136958213,12276.5356794112
"323","CTY_1","IND",102.940966491587,115.178106060768,11856.5455565661
"324","CTY_1","IND",114.079841226339,113.228005020544,12917.0328351188
"325","CTY_1","IND",102.076133764349,115.382516186284,11777.8011562983
"326","CTY_1","IND",100.674555459991,118.77310450488,11957.4294966319
"327","CTY_1","IND",119.988090558909,118.656727578526,14237.3941741159
"328","CTY_1","IND",100.697496081702,117.554622506762,11837.4561392607
"329","CTY_1","IND",106.767825675197,117.732688001101,12570.0631087739
"330","CTY_1","IND",118.301275232807,117.973851074895,13956.4570262854
"331","CTY_1","IND",112.344705392607,115.288405905697,12952.0419966587
"332","CTY_1","IND",105.725706974044,115.280393136379,12188.1010645894
"333","CTY_1","IND",114.755948060192,117.704266229079,13507.2646618472
"334","CTY_1","IND",116.681086183526,113.529849914222,13246.786202244
"335","CTY_1","IND",106.285415608436,117.368522958537,12474.5622419963
"336","CTY_1","IND",109.851330956444,112.249233996114,12330.7277533144
"337","CTY_1","IND",113.947475324385,119.213945434196,13584.1281056856
"338","CTY_1","IND",112.82924707979,114.506499437883,12919.6821173187
"339","CTY_1","IND",112.878458299674,119.397700355842,13477.4283406939
"340","CTY_1","IND",119.557068096474,114.478108839868,13686.6670541236
"341","CTY_1","IND",108.294706689194,117.778400378383,12754.7773232994
"342","CTY_1","IND",102.388095599599,114.210539359173,11693.7996223888
"343","CTY_1","IND",110.520593202673,112.622321441949,12447.0857736263
"344","CTY_1","IND",104.501467016526,116.8878085675,12214.9474716505
"345","CTY_1","IND",109.728235281073,114.923033150176,12610.301620717
"346","CTY_1","IND",107.404295969754,117.53639698328,12623.9139688107
"347","CTY_1","IND",119.667003615759,114.728210193249,13729.1811440252
"348","CTY_1","IND",107.766382303089,112.222941206875,12093.8603852772
"349","CTY_1","IND",104.584896806628,119.989971236677,12549.1387596181
"350","CTY_1","IND",112.465950925834,119.353944915121,13423.2549116287
"351","CTY_1","IND",102.730803941377,115.265195641199,11841.2862146804
"352","CTY_1","IND",119.349389886484,113.887660286899,13592.4227708405
"353","CTY_1","IND",110.301436157897,113.826053894374,12555.1772167357
"354","CTY_1","IND",103.261406584643,118.808676466814,12268.3510464229
"355","CTY_1","IND",112.438045903109,120.341660176453,13530.9811109763
"356","CTY_1","IND",119.719083304517,111.725123353873,13375.6293500097
"357","CTY_1","IND",113.375430349261,120.031381630576,13608.6095477829
"358","CTY_1","IND",108.378317938186,117.173105965937,12699.0241321811
"359","CTY_1","IND",106.466899863444,115.614139382555,12309.0790004408
"360","CTY_1","IND",116.705106399022,114.309256407029,13340.4739313755
"361","CTY_1","IND",102.876340872608,117.795653360279,12118.3857884036
"362","CTY_1","IND",103.856318937615,112.68536055272,11703.0867451634
"363","CTY_1","IND",117.934773652814,112.641922469386,13284.3996302449
"364","CTY_1","IND",106.162391086109,111.565418067735,11844.0515445921
"365","CTY_1","IND",107.266010870226,118.027192197517,12660.306081241
"366","CTY_1","IND",115.678929574788,115.70068531635,13384.1314284647
"367","CTY_1","IND",103.8675735984,114.089650059734,11850.215124395
"368","CTY_1","IND",100.355316237547,112.157274753677,11255.5787762467
"369","CTY_1","IND",108.132157325745,115.504634413561,12489.7653002598
"370","CTY_1","IND",109.663353385404,116.864419560344,12815.7441404261
"371","CTY_1","IND",108.436899003573,113.314695944514,12287.4942397558
"372","CTY_1","IND",106.856176033616,112.629335595607,12035.1401109534
"373","CTY_1","IND",117.329666293226,111.641038815086,13098.8058288031
"374","CTY_1","IND",109.102161019109,112.53191331014,12277.4749257514
"375","CTY_1","IND",110.675297472626,112.223759020898,12420.3979131341
"376","CTY_1","IND",119.276866638102,116.845942070554,13937.0178495528
"377","CTY_1","IND",115.491830841638,118.747768579419,13714.3972015962
"378","CTY_1","IND",104.177526971325,114.786413700704,11958.1647092468
"379","CTY_1","IND",106.17573665455,112.293460233605,11922.8408617914
"380","CTY_1","IND",119.426849004813,113.829282051269,13594.2724798631
"381","CTY_1","IND",111.698001869954,113.982790442375,12731.6499399749
"382","CTY_1","IND",115.216472507454,115.297860856119,13284.2128154974
"383","CTY_1","IND",107.454187888652,113.028076727639,12145.3401933848
"384","CTY_1","IND",115.383878224529,115.179609920455,13289.8700850105
"385","CTY_1","IND",110.753543660976,115.502445230437,12792.3051107787
"386","CTY_1","IND",118.279908993281,118.725512802952,14042.8428495139
"387","CTY_1","IND",103.70592883788,118.052867626539,12242.7822891855
"388","CTY_1","IND",105.644368347712,119.726410606138,12648.4210230242
"389","CTY_1","IND",101.899248263799,114.820531626034,11700.1258579426
"390","CTY_1","IND",104.209741582163,113.581007811034,11836.2474726294
"391","CTY_1","IND",119.541979925707,113.019697768274,13510.5984418245
"392","CTY_1","IND",105.926043507643,115.720932088357,12257.8604871363
"393","CTY_1","IND",114.519660538062,118.053951709913,13519.4984749961
"394","CTY_1","IND",115.713756685145,115.667752106758,13384.3501235991
"395","CTY_1","IND",102.108354922384,116.437596903194,11889.2514709008
"396","CTY_1","IND",104.791892580688,115.15351915407,12067.1552094815
"397","CTY_1","IND",105.410897447728,119.872628885414,12635.8813902299
"398","CTY_1","IND",102.021169881336,113.053656351813,11533.8662803746
"399","CTY_1","IND",102.358276825398,115.708578920376,11843.7307522053
"400","CTY_1","IND",119.824731117114,119.665573395593,14338.8951561023
"401","CTY_1","IND",119.721085946076,119.138248969191,14263.3605443054
"402","CTY_1","IND",102.741349427961,114.340602933161,11747.5078397597
"403","CTY_1","IND",118.106191633269,114.676895676723,13544.0514167035
"404","CTY_1","IND",111.526036751457,112.114485124319,12503.6841883455
"405","CTY_1","IND",107.908977181651,118.973920758602,12838.3541003515
"406","CTY_1","IND",108.99604968261,117.043152556859,12757.2412710967
"407","CTY_1","IND",114.130038022995,116.40147614612,13284.9048984894
"408","CTY_1","IND",101.650054915808,114.737005260775,11663.0228856332
"409","CTY_1","IND",106.786251603626,114.178123755932,12192.6538510309
"410","CTY_1","IND",113.615751024336,115.621568117561,13136.4312962881
